,2025-07-28 09:00:00,2025-07-28 10:00:00,2025-07-28 11:00:00,2025-07-28 12:00:00,2025-07-28 13:00:00,2025-07-28 14:00:00,2025-07-28 15:00:00
-0.10000000149011612,-0.06299006533369127,-0.06019147697419891,-0.04095553470333682,-0.03801574011069791,-0.04768901574067305,-0.057874694488910264,-0.04547333308757472
-0.30000001192092896,-0.058688890087614236,-0.06055986087338236,-0.04329466516252095,-0.039430538003377785,-0.04775761679951452,-0.05802070505003949,-0.04615774217911535
-0.5,-0.058468338770899346,-0.06053044736940604,-0.043344131367909905,-0.03952585916048301,-0.04779298924563326,-0.05808819160181427,-0.04629559494851699
-0.699999988079071,-0.058309562104182526,-0.06049783043818083,-0.043372530956637706,-0.03959992865949633,-0.047829239415152325,-0.058173743847271225,-0.04646096095356365
-0.8999999761581421,-0.05813753722072895,-0.06044686299026252,-0.04338656077141931,-0.03966819367444483,-0.047856290017899226,-0.05823615485144136,-0.04660492213648653
-1.149999976158142,-0.057889597371298535,-0.06035599782027278,-0.04338961140999561,-0.03974803781102519,-0.04787450643612203,-0.058304090057034345,-0.04677404440496051
-1.5,-0.05740856193965789,-0.06015145772730064,-0.04336531478231504,-0.03984647400539887,-0.0479231813010349,-0.05840251620754347,-0.04703212924715787
-1.975000023841858,-0.05641227831779397,-0.05959981961509736,-0.04325962601336139,-0.039953587420557865,-0.04796781985383327,-0.05845354208571771,-0.047375678925110666
-2.5299999713897705,-0.05405258082279592,-0.05780244321443955,-0.04279203448558724,-0.04002382992324851,-0.04778909790863478,-0.058257891917562594,-0.04754471751742695
-3.0999999046325684,-0.05021302604002901,-0.05458665442410704,-0.04136149026623884,-0.039930118497209774,-0.04666284403405097,-0.05740310171685774,-0.047216656193862755
-3.6989998817443848,-0.045067406271227364,-0.04978279694741586,-0.038711130555806675,-0.03553486783568556,-0.0382775826275269,-0.05456392909492482,-0.04557657088885271
-4.357999801635742,-0.038409230438076175,-0.04339622249974429,-0.03414379287732115,-0.026186459961559973,-0.03087111810383091,-0.04086231967352292,-0.04036804562481492
-5.058000087738037,-0.031022715941951,-0.03498041631521858,-0.020778363204091092,-0.016358206405937305,-0.02439664708687382,-0.022578190791727175,-0.02856357494374729
-5.808000087738037,-0.02135806907256755,-0.019199533709216614,-0.006675088889553467,-0.021082864995436337,-0.026891925543961404,-0.01646283145194802,-0.004926244942764628
-6.6579999923706055,0.002113283677940935,0.010208456434678808,-0.0013028408830406558,-0.02402558409002233,-0.020654700778270238,0.005052818301930836,0.026109362873519885
-7.583000183105469,0.00830859121348211,0.0009935686409023557,-0.022712917538581495,-0.029307496785069394,-0.005642763003400372,0.025817712327041775,0.03420173071627147
-8.557999610900879,-0.004084751957331548,-0.011169288125367527,-0.020702475975983053,-0.01650788083273809,0.0029138450808685666,0.035775740226244655,0.046818847350378646
-9.557999610900879,-0.009631618624141575,-0.015927844573450284,-0.024985486625834552,-0.0217852664839347,-0.0008527712599694149,0.0321915729752871,0.03733187946170141
-10.557999610900879,-0.00811570875082649,-0.015586591093674952,-0.017295780407332928,-0.015097601156908107,-0.0042172206551189285,0.0292843418099386,0.040701842641395876
-11.557999610900879,0.009291867923374239,0.004328007867722371,-0.004302924007590627,-0.013469162228952508,-0.010873106742314174,0.0071113314558722334,0.01566117674190655
-12.557999610900879,0.00881614899776793,0.011452809173552621,0.006969499916373316,4.389602003915683e-05,0.00018402392853031965,0.00902019791180215,0.010789067781808466
