time,Tair_[°C],sol_[W/m2],vap_[mbar],cloud_[-],rain_[m/hr],U10_[m/s],Temp_[C],Adir,H_sw,H_lw_in,H_lw_out,H_le,H_c,H_net_atm
2024-11-09 03:00:00,9.446,1.0,10.4,0.162,0.0,1.499953082599586,15.10145378112793,0.21,0.9029967355821545,297.5204831484321,-381.0113430074459,-62.930281885947515,-35.122329845663344,-180.64047485504244
2024-11-09 04:00:00,9.346,1.0,10.3,0.1947,0.0,1.5000192865426762,15.096909523010254,0.21,0.9036668697723369,297.2906522898308,-380.98732547000066,-64.00211748502267,-35.81770031550406,-182.61282411092424
2024-11-09 05:00:00,8.746,1.0,9.7,0.2094,0.0,1.6999766704281563,15.088459968566895,0.21,0.9039760973975204,292.6393834736094,-380.9426704860768,-73.70630749874563,-41.86676298867744,-202.9723814024929
2024-11-09 06:00:00,8.646,1.0,9.6,0.2094,0.0,1.9000205814674747,15.076942443847656,0.21,0.9039760973975204,291.8070034283361,-380.88180793245243,-77.73154635971864,-44.24788416775472,-210.1502589341922
2024-11-09 07:00:00,8.346,11.0,9.4,0.2094,0.0,1.7999743609285106,15.058953285217285,0.21,9.943737071372723,289.73825996584395,-380.7867616354284,-78.6842781619771,-45.65727541514818,-205.44631817533698
2024-11-09 08:00:00,9.546,97.0,9.9,0.2094,0.0,1.1000101908618847,15.038796424865723,0.21,87.68568144755949,296.7184007304619,-380.68028335102963,-60.96789092807939,-31.05804280987095,-88.30213491095859
2024-11-09 09:00:00,10.646,170.0,10.7,0.2094,0.0,0.7000172926435461,15.010392189025879,0.21,153.67593655757847,304.55721451673736,-380.5302763478038,-46.87892369229423,-21.467094328673873,9.356856705543947
2024-11-09 10:00:00,11.246,316.0,10.6,0.2094,0.0,1.100027726923281,14.990631103515625,0.21,285.65644677761645,306.63583890342807,-380.42594126293926,-51.421881312258975,-19.956427963942573,140.4880351419037
2024-11-09 11:00:00,11.346,354.0,10.7,0.2091,0.0,1.2999595147542096,15.0054931640625,0.21,320.0052865039924,307.4574179701381,-380.50440834997954,-53.101951306558675,-20.40663809145259,173.44970672613974
2024-11-09 12:00:00,11.946,450.0,10.9,0.2091,0.0,1.6999344840316641,15.01420783996582,0.21,406.78638114914287,310.78627142935886,-380.5504247910229,-55.3435556963306,-18.385491097354496,263.29318099379367
2024-11-09 13:00:00,12.146,421.0,11.2,0.2091,0.0,1.4999977499983126,15.025158882141113,0.21,380.57125880842034,312.838823565546,-380.60825592125036,-50.12136302737066,-16.39469244239615,246.2857709829492
2024-11-09 14:00:00,12.246,291.0,11.2,0.2091,0.0,1.3999845320574082,15.030839920043945,0.21,263.0551931431124,313.2618386637443,-380.63825939230105,-48.86169598686608,-15.442626382110502,131.37445004557904
2024-11-09 15:00:00,12.046,128.0,11.2,0.2091,0.0,0.8999679383178046,15.043573379516602,0.21,115.70812619353399,312.41623174229744,-380.70551551643905,-43.52161238083615,-14.770393469253948,-10.873163430697725
2024-11-09 16:00:00,11.446,21.0,11.1,0.2091,0.0,0.49997049912969865,15.074641227722168,0.21,18.98336445362667,309.4927659560184,-380.86964839082003,-40.82595368003864,-16.3975234716847,-109.6169951328983
2024-11-09 17:00:00,10.546,2.0,11.1,0.2091,0.0,0.9999490036996886,15.026689529418945,0.21,1.8079394717739685,305.73598852495195,-380.6163396095302,-47.77263558773707,-23.902759743135164,-144.7478069436765
2024-11-09 18:00:00,10.046,1.0,10.8,0.2091,0.0,1.3999865463639283,14.985285758972168,0.21,0.9039697358869843,302.4772864499209,-380.3977224631683,-55.52645870611442,-29.36792197485383,-161.9108469583287
2024-11-09 19:00:00,9.646,1.0,10.5,0.2091,0.0,1.7000032499968933,14.942567825317383,0.21,0.9039697358869843,299.6250421270139,-380.1722650903232,-62.27479766171443,-33.93310922813832,-175.85116011727513
2024-11-09 20:00:00,9.346,1.0,10.1,0.2097,0.0,1.799997299997975,14.902083396911621,0.21,0.9039824610400491,296.7628009528008,-379.95868825684124,-67.55200547728288,-36.594176013554886,-186.43808633383816
2024-11-09 21:00:00,9.546,1.0,10.3,0.2249,0.0,1.6000104905906085,14.863435745239258,0.21,0.904307700974593,298.74108450214055,-379.7548853644004,-62.11180467789838,-33.38842562513542,-175.60972346431907
2024-11-09 22:00:00,9.746,1.0,10.4,0.2059,0.0,1.3000595717120045,14.824135780334473,0.21,0.9039020121509391,299.55674267183133,-379.5477266765988,-56.51656375601516,-29.65746979396299,-165.26111554259472
2024-11-09 23:00:00,9.246,1.0,10.2,0.1901,0.0,1.600004649993243,14.787177085876465,0.21,0.9035711365268799,296.3829531171366,-379.35298667837066,-62.68869419115164,-35.02375478740688,-179.7789114032657
2024-11-10 00:00:00,9.146,1.0,10.3,0.1612,0.0,1.600016440540534,14.758008003234863,0.21,0.902980639547531,295.8828577628556,-379.19934404121784,-61.564964506741106,-35.54543802857545,-179.52390817413124
2024-11-10 01:00:00,9.246,1.0,10.1,0.1619,0.0,0.999998499998875,14.747178077697754,0.21,0.902994722811599,295.4697064705013,-379.14231133496196,-55.264241080873155,-30.390710886983044,-168.42456210950522
2024-11-10 02:00:00,9.246,1.0,10.0,0.162,0.0,1.1000101908618847,14.737442970275879,0.21,0.9029967355821545,295.0516192197483,-379.0910496662305,-57.32359466254962,-31.049008179925835,-171.50903655337547
2024-11-10 03:00:00,8.846,1.0,9.6,0.1503,0.0,1.3000595717120045,14.718989372253418,0.21,0.9027627182786399,291.55673618461714,-378.9938937429336,-64.13722858060794,-35.16745480805725,-185.839078228703
2024-11-10 04:00:00,7.946,1.0,9.0,0.1291,0.0,1.7000032499968933,14.701245307922363,0.21,0.9023461435672671,285.05601683978756,-378.9004910399473,-77.36812248531557,-45.110210895978724,-215.42046143788676
2024-11-10 05:00:00,7.446,1.0,8.6,0.1154,0.0,1.9000205814674747,14.675517082214355,0.21,0.9020819271994057,281.11350748416686,-378.7650913003351,-85.37793869682525,-50.815766218843955,-232.94320680463804
2024-11-10 06:00:00,7.446,1.0,8.5,0.1154,0.0,1.8999976973670256,14.646991729736328,0.21,0.9020819271994057,280.64419756081645,-378.6150135673151,-86.04711244383437,-50.57685895628779,-233.6927054794214
2024-11-10 07:00:00,7.046,6.0,8.2,0.1154,0.0,1.899983002555549,14.62523365020752,0.21,5.412491563196434,277.67574850272206,-378.5005698325717,-89.86445413615425,-53.76629494474249,-239.04307884754996
