time,Unnamed: 0,Tair_[°C],sol_[W/m2],vap_[mbar],cloud_[-],U10_[m/s],Temp_[C],Adir,H_sw,H_lw_in,H_lw_out,H_le,H_c,H_net_atm
2024-01-03 13:00:00,61,9.707537701907654,253.80173274731715,8.646749762949039,1.0,3.3257686474176467,8.535992622375488,0.22,237.0508183859942,338.73817255245683,-347.4776912014285,-27.24428119828302,8.600835862296739,209.66785440103618
2024-01-03 14:00:00,62,10.099620042826132,190.4569866593466,8.305964769672288,0.0836777235478622,2.8676627706375664,8.534980773925781,0.22,171.69404744744082,289.7475672347863,-347.4727002809629,-28.151923836262423,10.430070013027478,96.24706057802926
2024-01-03 15:00:00,63,9.871412010798052,110.5161949601669,8.793120904662306,0.5870848961749252,2.4688750049210397,8.519695281982422,0.22,101.02588740335898,307.9065266237638,-347.397311465088,-21.462781915209703,8.355550906669787,48.42787155349484
2024-01-03 16:00:00,64,9.793784622745193,25.68003610334664,8.286005857166936,0.5680974495038216,1.870320204715987,8.519962310791016,0.22,23.458437311053782,303.9076849027515,-347.39862835932627,-22.913754091067133,6.890140509197385,-36.05611972739073
2024-01-03 17:00:00,65,9.903968057094572,0.0,7.976381414702838,0.7586570747287373,1.429506986760781,8.515905380249023,0.22,0.0,315.0468889688145,-347.378621376948,-22.589011510363544,6.674186641900735,-48.24655727659628
2024-01-03 18:00:00,66,9.248088614408289,0.0,8.262080699934744,0.9862879019589984,1.2379492509810273,8.51587963104248,0.22,0.0,333.11678164682206,-347.37849439603974,-19.965533470893448,3.4255468839197296,-30.801699336191398
2024-01-03 19:00:00,67,8.094433698150112,0.0,8.139009628565397,1.0,1.9632487389573101,8.515621185302734,0.22,0.0,328.49790863895254,-347.37721988588896,-26.031824815875453,-2.462395025463842,-47.37353108827572
2024-01-03 20:00:00,68,8.282700476813204,0.0,8.092663077576072,1.0,1.261800344874606,8.505045890808105,0.22,0.0,329.07802455280375,-347.32507144319146,-22.043865712848284,-1.0866443400833203,-41.37755694331931
2024-01-03 21:00:00,69,8.451809422249937,0.0,7.968790048948172,1.0,0.11300096722707931,8.500325202941895,0.22,0.0,329.1150760195826,-347.30179488338234,-15.692127200989397,-0.1622661294439028,-34.04111219423304
2024-01-03 22:00:00,70,8.056210030014824,0.0,7.987376229289339,1.0,1.0572650085540398,8.496326446533203,0.22,0.0,327.4449024804997,-347.28207890666545,-21.706503417460542,-2.0504072322034244,-43.594087075829705
2024-01-03 23:00:00,71,7.497996203534228,0.0,7.933982939616014,0.5846437513266759,0.8552886682284014,8.495829582214355,0.22,0.0,293.5882178348976,-347.27962916232536,-21.311537051530074,-4.487197725390797,-79.49014610434865
2024-01-04 00:00:00,72,7.454726974289827,0.0,7.883999947787597,1.0,1.4001551273962172,8.49531364440918,0.22,0.0,324.1488165720527,-347.27708539161176,-25.133883345570567,-5.433108558816603,-53.69526072394625
2024-01-04 01:00:00,73,7.886624586548692,0.0,8.061562989184338,0.9965911756278156,0.9139231489332165,8.493855476379395,0.22,0.0,326.7924168222569,-347.2698961410698,-20.457731614577035,-2.7333938416347303,-43.66860477502469
